run_accession	experiment_title	sample_accession	project_name	submission_accession	library_min_fragment_size	bam_md5	assembly_software	library_prep_longitude	library_selection	pcr_isolation_protocol	chip_protocol	sequencing_primer_provider	serotype	environment_feature	last_updated	submitted_galaxy	extraction_protocol	germline	secondary_project	culture_collection	submission_tool	sra_bytes	read_strand	rna_purity_280_ratio	hi_c_protocol	collected_by	submitted_ftp	restriction_enzyme_target_sequence	isolate	fastq_bytes	instrument_platform	variety	sequencing_date_format	temperature	sra_aspera	ecotype	submitted_aspera	sampling_campaign	bam_ftp	tissue_lib	environmental_sample	control_experiment	sex	submitted_md5	checklist	fastq_galaxy	library_gen_protocol	specimen_voucher	library_prep_latitude	submitted_bytes	taxonomic_identity_marker	run_date	country	ncbi_reporting_standard	sample_description	sra_galaxy	sample_prep_interval	fastq_md5	secondary_study_accession	experimental_protocol	read_count	study_title	bio_material	rna_prep_5_protocol	host_body_site	local_environmental_context	assembly_quality	collection_date_end	sample_capture_status	sample_title	host_genotype	host_phenotype	environmental_medium	cultivar	instrument_model	faang_library_selection	target_gene	bam_bytes	library_max_fragment_size	experiment_target	sequencing_date	description	nominal_sdev	chip_ab_provider	environment_material	host_tax_id	sample_material	sample_storage_processing	sra_md5	cell_type	fastq_ftp	disease	sample_prep_interval_units	broker_name	sub_strain	base_count	library_strategy	restriction_site	serovar	investigation_type	location	library_source	sra_ftp	age	library_layout	experimental_factor	sequencing_primer_catalog	environment_biome	rna_purity_230_ratio	dnase_protocol	dev_stage	library_prep_date_format	bam_aspera	binning_software	datahub	rna_integrity_num	library_prep_date	location_start	marine_region	aligned	file_location	sample_collection	chip_target	nominal_length	broad_scale_environmental_context	sequencing_location	status	completeness_score	lon	fastq_aspera	tax_lineage	host_sex	library_pcr_isolation_protocol	sample_alias	mating_type	collection_date_start	sub_species	contamination_score	run_alias	restriction_enzyme	depth	submitted_read_type	library_construction_protocol	host_growth_conditions	collection_date	experiment_alias	host_gravidity	center_name	identified_by	cell_line	sampling_site	host	library_name	tag	first_created	lat	strain	experiment_accession	scientific_name	host_status	tax_id	study_accession	submitted_format	submitted_host_sex	bisulfite_protocol	altitude	rt_prep_protocol	host_scientific_name	bam_galaxy	accession	secondary_sample_accession	sample_storage	cage_protocol	sampling_platform	taxonomic_classification	location_end	protocol_label	elevation	salinity	sequencing_method	sequencing_primer_lot	first_public	transposase_protocol	study_alias	library_prep_location	rna_prep_3_protocol	ph	sequencing_longitude	tissue_type	isolation_source
SRR31271317	NextSeq 500 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521187	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							57492802							4051125044	21119145;23788510	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/017/SRR31271317/SRR31271317											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/017/SRR31271317/SRR31271317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/017/SRR31271317/SRR31271317_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/017/SRR31271317/SRR31271317		86113fba4ec68aa77e3822f34daaa372;5582be0dfa90934e56bc298a330345f8	SRP543826		612461	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		2 strain mixture control of V1S FCR3 : 50 50%			Dried blood on filter paper		NextSeq 500							NextSeq 500 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			ab1786c7e14e750372413bc525f06688		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/017/SRR31271317/SRR31271317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/017/SRR31271317/SRR31271317_2.fastq.gz					178838612	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/017/SRR31271317/SRR31271317		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/017/SRR31271317/SRR31271317_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/017/SRR31271317/SRR31271317_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			PARAV3_ENV_61722_sampledb_4051125044_DS3-DC6_1K_PV4C1_A52_S613		2017-01-01			PARAV3_ENV_61722_sampledb_4051125044_DS3-DC6_1K_PV4C1_A52_S613_pairs_R1.fastq.gz						2017	AAD1017ZANZ10		SUB14852943				Homo sapiens	AAD1017ZANZ10	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8	V1S FCR3 : 50 50%	SRX26650476	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271317	SRS23144355					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271318	NextSeq 2000 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521267	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							120413406							5	42423834;49910150	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/018/SRR31271318/SRR31271318											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/018/SRR31271318/SRR31271318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/018/SRR31271318/SRR31271318_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/018/SRR31271318/SRR31271318		b03df1507b79ce1d9b9d197b527518c1;db290525b882a15371fbc222c513a387	SRP543826		1429952	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		2 strain mixture control of W2 D10 : 2 98%			Dried blood on filter paper		NextSeq 2000							NextSeq 2000 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			ad29ba3117499c7e4acb4ac93d8d074e		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/018/SRR31271318/SRR31271318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/018/SRR31271318/SRR31271318_2.fastq.gz					431845504	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/018/SRR31271318/SRR31271318		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/018/SRR31271318/SRR31271318_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/018/SRR31271318/SRR31271318_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			072722_DS4-DC2-10K_AB2_S9		2017-01-01			072722_DS4-DC2-10K_AB2_S9_pairs_R1.fastq.gz						2017	Hazel4		SUB14852943				Homo sapiens	Hazel4	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8	W2 D10 : 2 98%	SRX26650475	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271318	SRS23144354					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271319	NextSeq 2000 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521266	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							339838453							3	122559243;139516017	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/019/SRR31271319/SRR31271319											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/019/SRR31271319/SRR31271319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/019/SRR31271319/SRR31271319_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/019/SRR31271319/SRR31271319		5b82997de55f1b1a13d870b3f85de2b9;6d322414cf76453348fe4432b7588ff3	SRP543826		4256805	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		2 strain mixture control of W2 D10 : 2 98%			Dried blood on filter paper		NextSeq 2000							NextSeq 2000 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			f73c66404f4a2ccaca99940396684421		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/019/SRR31271319/SRR31271319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/019/SRR31271319/SRR31271319_2.fastq.gz					1285555110	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/019/SRR31271319/SRR31271319		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/019/SRR31271319/SRR31271319_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/019/SRR31271319/SRR31271319_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			072722_DS4-DC2-10K_A52_S21		2017-01-01			072722_DS4-DC2-10K_A52_S21_pairs_R1.fastq.gz						2017	Hazel3		SUB14852943				Homo sapiens	Hazel3	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8	W2 D10 : 2 98%	SRX26650474	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271319	SRS23144353					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271320	NextSeq 2000 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521265	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							181512332							2	64590613;74592654	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/020/SRR31271320/SRR31271320											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/020/SRR31271320/SRR31271320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/020/SRR31271320/SRR31271320_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/020/SRR31271320/SRR31271320		498f3595a06f1960e1e72ea27bc345aa;418e301b97bef7d9c1dd3f48da5a0895	SRP543826		2267887	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		2 strain mixture control of W2 D10 : 2 98%			Dried blood on filter paper		NextSeq 2000							NextSeq 2000 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			31b885372203dacc14f6c7410e879c6a		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/020/SRR31271320/SRR31271320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/020/SRR31271320/SRR31271320_2.fastq.gz					684901874	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/020/SRR31271320/SRR31271320		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/020/SRR31271320/SRR31271320_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/020/SRR31271320/SRR31271320_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			072722_DS4-DC2-100_AB2_S11		2017-01-01			072722_DS4-DC2-100_AB2_S11_pairs_R1.fastq.gz						2017	Hazel2		SUB14852943				Homo sapiens	Hazel2	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8	W2 D10 : 2 98%	SRX26650473	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271320	SRS23144352					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271321	NextSeq 2000 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521264	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							290715878							1	103519383;117622977	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/021/SRR31271321/SRR31271321											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/021/SRR31271321/SRR31271321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/021/SRR31271321/SRR31271321_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/021/SRR31271321/SRR31271321		3e3474f0617229d54171a57154b5e32c;111cde0e56230779e0d53fc8a80ab858	SRP543826		3730244	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		2 strain mixture control of W2 D10 : 2 98%			Dried blood on filter paper		NextSeq 2000							NextSeq 2000 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			01653593fbdafaeff45a64300988bfaf		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/021/SRR31271321/SRR31271321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/021/SRR31271321/SRR31271321_2.fastq.gz					1126533688	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/021/SRR31271321/SRR31271321		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/021/SRR31271321/SRR31271321_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/021/SRR31271321/SRR31271321_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			072722_DS4-DC2-100_A52_S23		2017-01-01			072722_DS4-DC2-100_A52_S23_pairs_R1.fastq.gz						2017	Hazel1		SUB14852943				Homo sapiens	Hazel1	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8	W2 D10 : 2 98%	SRX26650472	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271321	SRS23144350					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271322	Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521263	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							29100093							4064911599	11439451;12504056	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/022/SRR31271322/SRR31271322											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/022/SRR31271322/SRR31271322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/022/SRR31271322/SRR31271322_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/022/SRR31271322/SRR31271322		c32d8b0ec5f6ae9537afbe6dd1f18a73;7bd457972926c142c0ddbe7b81f40e4a	SRP543826		237173	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		3 strain mixture control of HB3 U659 D10 : 60 30 10%			Dried blood on filter paper		Illumina MiSeq							Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			b26a786ae8ee87c95a590a8d30a3284c		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/022/SRR31271322/SRR31271322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/022/SRR31271322/SRR31271322_2.fastq.gz					69728862	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/022/SRR31271322/SRR31271322		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/022/SRR31271322/SRR31271322_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/022/SRR31271322/SRR31271322_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			PARAV3-ENV-MH04-TS5-TC1-1000-parasitedensity-sampleDB-4064911599_S41_L001		2017-01-01			PARAV3-ENV-MH04-TS5-TC1-1000-parasitedensity-sampleDB-4064911599_S41_L001_pairs_R1.fastq.gz						2017	ENV33		SUB14852943				Homo sapiens	ENV33	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8	HB3 U659 D10 : 60 30 10%	SRX26650471	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271322	SRS23144351					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271323	Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521262	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							91294623							4064911170	34971437;38051714	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/023/SRR31271323/SRR31271323											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/023/SRR31271323/SRR31271323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/023/SRR31271323/SRR31271323_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/023/SRR31271323/SRR31271323		09621a5c356bab2a64fec8404818b820;33a62791acd51b08ba6a4751310489f3	SRP543826		748529	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		3 strain mixture control of V1S W2 D6 : 60 30 10%			Dried blood on filter paper		Illumina MiSeq							Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			134338182573ab8b612f927f3a353d31		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/023/SRR31271323/SRR31271323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/023/SRR31271323/SRR31271323_2.fastq.gz					220067526	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/023/SRR31271323/SRR31271323		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/023/SRR31271323/SRR31271323_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/023/SRR31271323/SRR31271323_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			PARAV3-ENV-MH04-TS4-TC1-10000-parasitedensity-sampleDB-4064911170_S40_L001		2017-01-01			PARAV3-ENV-MH04-TS4-TC1-10000-parasitedensity-sampleDB-4064911170_S40_L001_pairs_R1.fastq.gz						2017	ENV32		SUB14852943				Homo sapiens	ENV32	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8	V1S W2 D6 : 60 30 10%	SRX26650470	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271323	SRS23144349					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271324	Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521261	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							99095002							4064911855	38012567;41558288	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/024/SRR31271324/SRR31271324											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/024/SRR31271324/SRR31271324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/024/SRR31271324/SRR31271324_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/024/SRR31271324/SRR31271324		3146f4f7547c418536dfa5eefa43d65b;aa247d8bc6f03051ce17ff4945cf59b6	SRP543826		806761	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		3 strain mixture control of V1S FCR3 W2 : 60 30 10%			Dried blood on filter paper		Illumina MiSeq							Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			ba90194d79fa2344e4122d3b952e8551		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/024/SRR31271324/SRR31271324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/024/SRR31271324/SRR31271324_2.fastq.gz					237187734	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/024/SRR31271324/SRR31271324		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/024/SRR31271324/SRR31271324_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/024/SRR31271324/SRR31271324_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			PARAV3-ENV-MH04-TS1-TC1-10000-parasitedensity-sampleDB-4064911855_S39_L001		2017-01-01			PARAV3-ENV-MH04-TS1-TC1-10000-parasitedensity-sampleDB-4064911855_S39_L001_pairs_R1.fastq.gz						2017	ENV31		SUB14852943				Homo sapiens	ENV31	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8	V1S FCR3 W2 : 60 30 10%	SRX26650469	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271324	SRS23144348					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271325	Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521260	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							31273087							4064911825	12589943;13659239	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/025/SRR31271325/SRR31271325											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/025/SRR31271325/SRR31271325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/025/SRR31271325/SRR31271325_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/025/SRR31271325/SRR31271325		749b4388d2707674e8a464f650e60c7f;42d6cbe13d56c256d958d9b052287df5	SRP543826		251775	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		3 strain mixture control of V1S FCR3 W2 : 60 30 10%			Dried blood on filter paper		Illumina MiSeq							Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			21f541e6953d2ea3a2b6405095312c49		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/025/SRR31271325/SRR31271325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/025/SRR31271325/SRR31271325_2.fastq.gz					74021850	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/025/SRR31271325/SRR31271325		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/025/SRR31271325/SRR31271325_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/025/SRR31271325/SRR31271325_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			PARAV3-ENV-MH04-TS1-TC1-1000-parasitedensity-sampleDB-4064911825_S44_L001		2017-01-01			PARAV3-ENV-MH04-TS1-TC1-1000-parasitedensity-sampleDB-4064911825_S44_L001_pairs_R1.fastq.gz						2017	ENV30		SUB14852943				Homo sapiens	ENV30	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8	V1S FCR3 W2 : 60 30 10%	SRX26650468	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271325	SRS23144347					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271326	Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521259	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							73556586							4064911157	28250429;30980018	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/026/SRR31271326/SRR31271326											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/026/SRR31271326/SRR31271326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/026/SRR31271326/SRR31271326_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/026/SRR31271326/SRR31271326		d20241501260ace46a51481fa7f91bde;d86078fee2005430bc8955d7a47c06c5	SRP543826		611687	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		2 strain mixture control of W2 D10 : 95 5%			Dried blood on filter paper		Illumina MiSeq							Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			3953ec34b4e49265ebb97328abe0a59c		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/026/SRR31271326/SRR31271326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/026/SRR31271326/SRR31271326_2.fastq.gz					179835978	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/026/SRR31271326/SRR31271326		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/026/SRR31271326/SRR31271326_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/026/SRR31271326/SRR31271326_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			PARAV3-ENV-MH04-DS4-DC9-10000-parasitedensity-sampleDB-4064911157_S9_L001		2017-01-01			PARAV3-ENV-MH04-DS4-DC9-10000-parasitedensity-sampleDB-4064911157_S9_L001_pairs_R1.fastq.gz						2017	ENV29		SUB14852943				Homo sapiens	ENV29	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8	W2 D10 : 95 5%	SRX26650467	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271326	SRS23144346					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
